email	household_type	footage	heating_temp	cooling_temp	postal_code	utilities
bgiguere@bioholding.com	apartment	1121	77		91769	Gas
bgiguere@zencorporation.com	house	937	72		76049	Gas
bgillaspie@dambase.com	apartment	1070	69		11942	Gas
bglick@kinnamplus.com	house	1520	66	75	21503	
bgochal@scotfind.com	apartment	4433	69	74	93423	Electric
bgochal@year-job.com	mobile_home	315		73	27349	Gas
bgood@green-plus.com	house	1086	76	73	87750	Gas,Steam
bgreenbush@cancity.com	apartment	791	65	72	68743	Electric,Gas,Fuel Oil
bhagele@funholding.com	condominium	665	68	72	38041	Electric,Fuel Oil
bhagele@opentech.com	house	232	72	70	74727	
bhagele@plexzap.com	house	827	75	73	59460	Gas
bhalter@rangreen.com	townhome	1379			71933	
bhalter@rundofase.com	apartment	584			16335	Electric,Gas
bharabedian@donquadtech.com	house	2248	72	74	46063	Gas
bheimann@zencorporation.com	townhome	1132	76	73	43510	Electric
bhengel@mathtouch.com	townhome	803	66		99829	Electric
bhiatt@ganjaflex.com	apartment	915	73	72	52215	
bhirpara@openlane.com	condominium	703	76	73	37857	Electric,Gas
bhoneywell@gogozoom.com	condominium	2124	66	70	43158	Electric
bhoogland@finjob.com	apartment	1383	73	72	07040	Electric,Fuel Oil
bhoogland@lexiqvolax.com	condominium	452	74	73	99036	Electric,Gas
bhoogland@plussunin.com	condominium	706	73		67954	
bhudnall@zoomit.com	house	1448	71		73092	Fuel Oil
bjuhas@hottechi.com	house	968	76		92410	Electric
bjulia@bioplex.com	mobile_home	289	76	71	98004	Gas
bjuvera@cancity.com	apartment	509	72	70	60679	Gas
bkalafatis@kinnamplus.com	apartment	698			01546	Gas
bkampa@betatech.com	apartment	1085	72	71	26332	Fuel Oil
bkampa@labdrill.com	mobile_home	407	67	72	30215	Electric
bkannady@yearin.com	mobile_home	199	73	72	32898	Electric,Gas
bkeener@donware.com	apartment	788	67	73	44270	Electric,Steam
bkeener@groovestreet.com	house	981	74		10987	Electric
bkeener@j-texon.com	apartment	1465	69	73	70076	Electric,Gas
bkiel@betatech.com	house	139	74	74	77423	Gas
bkiel@stanredtax.com	apartment	692	69	70	70740	Electric
bkippley@cancity.com	house	2653	67	74	57189	Electric
bkippley@codehow.com	apartment	407	75	69	17730	
bkippley@groovestreet.com	apartment	993	70	74	59420	Electric
bkippley@labdrill.com	condominium	691	71	72	66776	Electric,Fuel Oil
bklonowski@nam-zim.com	house	731	72		66054	Electric
bknipp@sumace.com	apartment	457	73	72	53570	Gas,Fuel Oil
bkohl@yearin.com	house	1463			68304	Electric
bkoppinger@rangreen.com	apartment	1765			74369	Electric
bkownacki@zencorporation.com	house	1122	69	75	82703	Electric,Gas
blacovara@zathunicon.com	condominium	554	74	69	83642	Gas,Fuel Oil
blary@year-job.com	mobile_home	230	77	73	93483	Steam
blawler@plusstrip.com	condominium	529	66	75	75790	Gas
bleinenbach@dontechi.com	apartment	555	67	73	55349	Electric,Steam
blinahan@mathtouch.com	mobile_home	429		71	75141	Fuel Oil
blipke@donware.com	house	1743	69	75	21203	Fuel Oil
blipke@rundofase.com	townhome	2397	68	74	65530	Electric,Gas
blipkin@donware.com	house	1868	76		52765	Electric,Gas
blizama@zathunicon.com	apartment	859	67	74	65486	Electric
blother@j-texon.com	house	1455	75	73	45003	Electric,Gas
blouissant@blackzim.com	house	777	74	68	27927	Electric,Gas
blouissant@j-texon.com	apartment	507	70	74	17026	Fuel Oil
bluczki@domzoom.com	house	1310	76	72	88044	Electric,Gas
blueckenbach@finhigh.com	house	2612	71	73	80035	Electric,Gas
blueckenbach@treequote.com	apartment	984	75	74	91108	Electric
blungren@zotware.com	house	1318	68		18601	Electric
bmaclead@streethex.com	house	2679	76	73	50551	Gas
bmadarang@isdom.com	house	1323	76	74	55073	Electric
bmadarang@konmatfix.com	apartment	1205	75	75	58324	Gas,Fuel Oil
bmallett@konmatfix.com	condominium	137	67		52568	Fuel Oil
bmanno@domzoom.com	house	258	72		56715	Electric
bmartabano@fasehatice.com	apartment	680		73	47236	Gas
bmastella@kan-code.com	mobile_home	354	69	74	60567	Electric,Gas
bmaynerich@faxquote.com	apartment	668	76	73	97523	Gas
bmclaird@hatfan.com	apartment	1285		73	45682	Electric
bmcnease@cancity.com	condominium	2194	73	74	79097	Electric,Gas
bmcnease@silis.com	house	679	70		56369	Gas
bmcnease@singletechno.com	apartment	85	74		43356	Electric,Fuel Oil
bmeteer@dalttechnology.com	house	223	71	70	49077	Gas
bmirafuentes@plexzap.com	apartment	849	73	70	66901	Electric,Steam
bmontezuma@donware.com	mobile_home	33	75	71	83874	Electric
bmulqueen@dalttechnology.com	house	2100	69	72	40622	Electric
bmunns@newex.com	townhome	1554	76		07630	Gas
bmyricks@green-plus.com	condominium	995	73		38055	Gas,Fuel Oil
bnestle@xx-holding.com	apartment	428	74		29936	Electric
bnievas@iselectrics.com	townhome	1179	72	72	68301	Electric,Gas
bnievas@ontomedia.com	condominium	2266	73	73	45211	Electric
bostrosky@codehow.com	house	2313	74		74630	Electric
bpadilla@zathunicon.com	townhome	1118	71		66538	
bpagliuca@bioplex.com	house	1207	76	74	06108	Electric,Gas
bparlato@streethex.com	house	681	73	75	05905	Electric
bpedrozo@kan-code.com	townhome	1086	65	72	93502	Electric,Gas,Fuel Oil
bplumer@labdrill.com	apartment	679	65		15237	Electric
bpoullion@bioholding.com	house	1238	72	74	29622	Electric,Gas
bpugh@opentech.com	condominium	1694	73		65785	Gas
bregusters@domzoom.com	apartment	717	70	76	60691	Electric,Gas
brentfro@green-plus.com	mobile_home	218	72	73	04982	Electric,Gas
brhymes@funholding.com	apartment	905	75	71	11217	Electric
briden@opentech.com	house	501	69	73	41037	Electric,Steam
brim@groovestreet.com	townhome	787	71	71	65565	Electric,Gas,Fuel Oil
briopelle@donquadtech.com	condominium	2443	69	71	17851	
bruta@faxquote.com	condominium	666	74	73	83111	
bryser@zotware.com	apartment	803	66		58645	Electric,Gas
bsamara@konmatfix.com	house	1403	72		79943	Fuel Oil
bsaras@golddex.com	apartment	1688		74	18453	Gas,Steam,Fuel Oil
bsarbacher@mathtouch.com	mobile_home	192	72	70	28092	
bsarbacher@newex.com	townhome	1463	70	74	97039	Electric,Fuel Oil
bsayaphon@funholding.com	condominium	52	73	75	69334	Electric,Gas
bsayaphon@sunnamplex.com	townhome	1325	67	72	21822	Gas
bschirpke@donquadtech.com	townhome	1187	73	76	67464	Gas
bschirpke@donware.com	townhome	817	76	72	04646	Electric,Gas
bschirpke@goodsilron.com	apartment	1023	77		45113	Electric
bscipione@donquadtech.com	condominium	751	69	73	64433	Gas
bscipione@silis.com	apartment	1246	68	75	13042	Electric,Gas
bsergi@dontechi.com	apartment	900	76	72	17007	Fuel Oil
bshadrick@lexiqvolax.com	house	1792			35453	Electric
bshields@yearin.com	townhome	1932			37310	
bshire@sonron.com	mobile_home	39	71		66601	
bsilvestrini@cancity.com	house	950	76	69	02805	
bsimilton@opentech.com	mobile_home	694		72	93727	Steam
bskulski@kinnamplus.com	apartment	2342	68		19495	Gas
bskursky@ron-tech.com	apartment	527	76	75	32125	Electric,Steam
bslusarski@donquadtech.com	apartment	501	69		13088	
bspickerman@domzoom.com	mobile_home	177	69	69	60933	Electric
bspringe@betatech.com	apartment	1008	75	70	50436	Gas
bspringe@funholding.com	apartment	248	69	72	48849	Gas
bsteffensmeier@y-corporation.com	mobile_home	755	75		36142	
bsteffensmeier@year-job.com	house	87	66		66738	Steam
bsteier@fasehatice.com	apartment	753	76		11518	
bstimmel@inity.com	apartment	641			16353	Fuel Oil
bstoltzman@green-plus.com	house	2476	64	74	38339	Electric,Gas,Fuel Oil
bstoltzman@plusstrip.com	house	1267		72	98524	Gas
bsuell@inity.com	house	1537			27923	Electric,Gas,Fuel Oil
bsuell@plexzap.com	apartment	723			85920	Electric,Gas
bsuffield@finjob.com	townhome	906	67	74	44630	
bsweigard@nam-zim.com	townhome	1570	70		18638	Electric
bsyrop@domzoom.com	townhome	2230	77	68	48465	
btheodorov@opentech.com	house	99		72	47976	Fuel Oil
bthyberg@labdrill.com	townhome	193	67	73	61634	
btillotson@sonron.com	mobile_home	157		69	34473	Gas
btjepkema@plussunin.com	apartment	425		71	16870	Electric
btollner@streethex.com	mobile_home	1081	70	72	33004	Electric
btomasulo@green-plus.com	house	1978	75	71	77471	
btreston@ron-tech.com	apartment	357	77	71	33460	Electric
btromblay@funholding.com	house	2048	69		11356	Electric
bturinetti@zathunicon.com	apartment	1474	70	72	76882	Electric
bupthegrove@blackzim.com	apartment	442	72		11969	Fuel Oil
bvarriano@codehow.com	condominium	1142		71	19319	Electric
bvenere@labdrill.com	apartment	390	70		48434	Electric,Gas,Fuel Oil
bvillanueva@funholding.com	condominium	1439	68	73	56578	Steam
bvinning@hottechi.com	apartment	1152	76	71	61730	
bvocelka@isdom.com	apartment	466	70		96022	Gas
bwalthall@statholdings.com	house	813		76	70002	Electric,Gas
bwardrip@fasehatice.com	apartment	790	70		49921	Gas,Steam,Fuel Oil
bweight@zoomit.com	house	1516	75	75	31565	Electric,Steam,Fuel Oil
bweirather@donquadtech.com	townhome	85	69	74	71135	Electric,Gas,Steam
bweirather@ganjaflex.com	house	703	76	73	05076	Electric
bwenzinger@ontomedia.com	apartment	1969	72		73622	Electric
bwide@lexiqvolax.com	mobile_home	162	77	74	28579	
bwieser@nam-zim.com	apartment	2092	70	75	77079	Electric,Gas
bwildfong@xx-zobam.com	townhome	1964	70		29831	Electric
bwitten@green-plus.com	apartment	2029	71	72	65067	Electric
bwolny@hottechi.com	townhome	54			67233	
byaw@xx-holding.com	mobile_home	254	69		07860	Electric
byori@golddex.com	apartment	499		72	62215	Steam,Fuel Oil
byum@finhigh.com	townhome	878			88264	Electric,Fuel Oil
bzagen@dambase.com	mobile_home	258	70	74	60110	Gas
cabdallah@dambase.com	condominium	162	70	74	93955	Electric
cacey@sonron.com	condominium	2043	74	73	76429	Gas,Fuel Oil
cacuff@codehow.com	house	2596	77	72	59053	
cacuff@fasehatice.com	house	641	75		21686	Gas
cadkin@plusstrip.com	townhome	603	73	72	73099	Fuel Oil
cahle@fasehatice.com	townhome	1416	70		59351	Electric,Gas,Steam
cahle@newex.com	apartment	551	71		47920	Gas
cahle@ontomedia.com	apartment	976	76	75	95205	Fuel Oil
calbares@rantouch.com	apartment	861	78	73	98850	Electric,Gas
calbares@zencorporation.com	mobile_home	685			97341	Electric,Gas
camigon@lexiqvolax.com	townhome	1285	73	70	72379	Electric
camigon@plexzap.com	apartment	1063	71	75	79918	Electric,Gas,Fuel Oil
camyot@finhigh.com	townhome	607	71	74	18445	Electric
candreason@streethex.com	apartment	1129	68		07062	Electric,Gas
cangalich@codehow.com	apartment	1106	73	70	41839	Electric
cangalich@lexiqvolax.com	townhome	587	75	72	73196	Electric,Gas
cangalich@xx-zobam.com	townhome	1869		70	06101	Electric,Gas
carceo@bioplex.com	townhome	1288	75	70	54152	Electric,Gas
carceo@codehow.com	apartment	398	74	75	46748	Electric
caredondo@konmatfix.com	apartment	319	76	71	73832	Gas
cauber@groovestreet.com	mobile_home	73	69	69	53102	Electric,Gas
cauffrey@fasehatice.com	apartment	407	72	74	38621	Electric,Gas
cauffrey@hottechi.com	apartment	1170	73	74	80135	Gas
cbarfield@fasehatice.com	house	1470	71	71	66628	Gas
cbarfield@iselectrics.com	house	2220	75	71	99005	
cbatman@green-plus.com	apartment	1077	74		75762	
cbayless@silis.com	house	1974	67	71	62871	Gas
cbeech@cancity.com	townhome	76	75		59484	Gas
cbeech@zencorporation.com	apartment	846			60448	Gas
cbennick@blackzim.com	condominium	409	78		75240	Electric
cbennick@toughzap.com	house	1145	76	72	18333	Electric,Gas
cberganza@zathunicon.com	house	1732	69	74	50428	Fuel Oil
cbergesen@ron-tech.com	house	2064		70	84701	
cberlanga@groovestreet.com	apartment	1082	73	69	37871	Electric,Gas
cberray@openlane.com	apartment	601	76	70	28311	Electric
cbevelacqua@codehow.com	townhome	1273	71		34747	Electric
cbevelacqua@plusstrip.com	house	788	70	75	08905	
cbiddy@j-texon.com	house	776	72	71	77063	
cbirkner@hottechi.com	house	1372			91340	
cblackwood@ontomedia.com	apartment	833	73		57700	Gas
cboord@finjob.com	townhome	1951		76	17407	Electric,Fuel Oil
cboord@toughzap.com	apartment	1506	75	74	10520	Electric,Gas
cboulter@condax.com	house	679	69	73	34142	Steam
cboulter@finhigh.com	apartment	869	70	73	44132	Fuel Oil
cbrachle@goodsilron.com	townhome	666	67		54489	Electric
cbrossart@nam-zim.com	condominium	171	74		94534	Gas
cbruschke@doncon.com	apartment	1287	78	71	53808	
cbruschke@ontomedia.com	apartment	435	72		06106	Electric,Gas
cbuemi@streethex.com	house	2269		69	48466	
cburnard@opentech.com	condominium	1820		73	70355	Electric,Gas
cburnard@year-job.com	house	718	69		97435	
cbutzen@faxquote.com	townhome	1216		74	58854	Electric,Gas
cbutzen@inity.com	townhome	2447		72	98444	Gas
cbuvens@sumace.com	condominium	1490	68		48212	Electric,Gas,Steam
cbuzick@fasehatice.com	mobile_home	424	71	73	75759	
cbuzick@plussunin.com	apartment	914	73	73	95564	Electric
ccaiafa@iselectrics.com	townhome	1625	74		62893	
ccaldarera@dalttechnology.com	condominium	814	76	70	58216	Gas
ccaldarera@iselectrics.com	townhome	1278	75	73	12304	Electric,Fuel Oil
ccallaro@stanredtax.com	house	1790	67		65681	Gas
ccalvaresi@rantouch.com	apartment	1826	76		83276	Electric,Fuel Oil
ccampain@dambase.com	condominium	464	72		96160	Electric
ccampain@sonron.com	townhome	1084	73	75	29835	Electric,Gas,Fuel Oil
ccampain@zumgoity.com	apartment	471	68	74	19032	
ccandlish@nam-zim.com	apartment	699			33569	
ccandlish@rangreen.com	house	1321	72	74	31205	Fuel Oil
ccastros@ron-tech.com	townhome	1489	70	71	55722	
ccaudy@goodsilron.com	house	665	74	73	67416	Electric,Gas
ccaudy@zathunicon.com	apartment	653	74	70	43320	Electric
ccetta@rundofase.com	condominium	2001	77		23691	Fuel Oil
cchaffins@ganjaflex.com	mobile_home	194	66	72	42403	Electric,Fuel Oil
cchickering@plexzap.com	townhome	1147	74		59641	Electric
cchickering@rantouch.com	house	1516	75	72	84050	Electric,Gas
cchui@donware.com	apartment	99	71		39042	
cchui@ganjaflex.com	house	1360	74		10278	Electric
cchui@scotfind.com	condominium	614	75		57357	Electric,Gas
cclaucherty@singletechno.com	house	1149	75	73	58440	
ccolaizzo@scotfind.com	house	1498	74	72	04066	Electric
ccolaizzo@scottech.com	mobile_home	41	70	72	21916	Electric
ccolaizzo@warephase.com	apartment	1220	74	72	98505	Gas
ccoody@singletechno.com	house	1853	75	73	02822	Electric,Fuel Oil
ccookey@treequote.com	house	600	74	75	44276	Electric,Steam
ccorrio@zathunicon.com	house	2435	75		13631	Electric,Gas,Fuel Oil
ccoyier@lexiqvolax.com	apartment	1275	76	73	79016	
ccoyier@plexzap.com	apartment	1706		72	70359	Electric,Gas
ccrupi@golddex.com	apartment	1245	65	74	74444	Gas
ccrupi@inity.com	apartment	1090	73	70	53206	Electric
ccryer@betasoloin.com	apartment	1984	76		76693	
ccryer@bioholding.com	apartment	64			22947	Electric,Gas
cdallen@opentech.com	mobile_home	729	76	72	61263	Electric
cdallen@scotfind.com	house	1464	76		07461	Electric
cdallen@singletechno.com	townhome	2948	69	71	85324	Electric
cdaufeldt@scotfind.com	house	1562	75		27299	Electric
cdegonia@betatech.com	apartment	590		75	99745	Fuel Oil
cdegonia@zathunicon.com	apartment	332	76		45324	Electric,Fuel Oil
cdegroot@faxquote.com	house	1570		73	89409	
cdegroot@newex.com	apartment	3090	74	72	49055	Electric,Gas
cdelasancha@betasoloin.com	apartment	595	69	72	07302	Gas,Fuel Oil
cdelasancha@green-plus.com	apartment	747	71		28329	Electric
cdelasancha@streethex.com	apartment	1578	71	73	21529	
cdeleo@zoomit.com	apartment	1050	68		97077	Electric,Fuel Oil
cdemesa@ron-tech.com	apartment	1037			77235	Electric
cdenooyer@bioholding.com	apartment	372	72	73	46283	Electric,Fuel Oil
cdenooyer@konmatfix.com	house	97	74	76	24985	Fuel Oil
cdevreese@streethex.com	condominium	1541			88314	
cdevreese@toughzap.com	apartment	1025	72	74	98448	Electric
cdickerson@labdrill.com	mobile_home	22	75	71	28209	Electric
cdickerson@singletechno.com	house	4997	75	72	54052	Fuel Oil
cdilliard@blackzim.com	apartment	1806	72		68144	Electric
cdinos@donquadtech.com	house	558	70		26757	
cdinos@faxquote.com	house	1351	70	73	71662	Electric,Gas
cdinos@nam-zim.com	house	593	66		48754	Electric
cdiscipio@faxquote.com	apartment	867			17047	Electric,Gas
cdiscipio@y-corporation.com	apartment	705	69	73	53103	Electric
cdopico@isdom.com	apartment	1168		72	31031	Gas
cdopico@scottech.com	house	1363		70	79350	Electric
cdubaldi@donquadtech.com	house	692	70	75	18351	Gas,Fuel Oil
cduenas@newex.com	condominium	660	67		50271	Gas
cduenas@ontomedia.com	condominium	1365	73	70	57003	Electric
cduenas@zotware.com	house	620	71	73	32214	Electric,Gas,Steam
cehmann@betasoloin.com	townhome	107	75	72	99568	Electric
cehmann@opentech.com	house	1159	67		23519	Gas
cemigh@dalttechnology.com	house	468	71	71	17211	
cengelberg@hottechi.com	mobile_home	42		75	50105	Electric,Gas
ceroman@plusstrip.com	townhome	1045	74	74	41605	Gas
ceschberger@zumgoity.com	apartment	503	75	75	47870	
cfarrow@cancity.com	townhome	1471		76	95640	Gas
cfarrow@scottech.com	townhome	1066	69		31319	Electric
cferencz@golddex.com	house	1373			58438	Electric
cfern@gogozoom.com	condominium	48	70	74	47586	Gas,Fuel Oil
cferrario@finhigh.com	apartment	198	71		29706	
cfishburne@betasoloin.com	apartment	549	73	72	56090	Gas
cflosi@stanredtax.com	condominium	499	75	69	65627	
cfortino@mathtouch.com	house	1639	74	73	02832	Gas,Fuel Oil
cfrancescon@donquadtech.com	apartment	430	76		60516	Electric,Gas
cfrankel@dambase.com	house	1096	76	73	56762	Electric
cfrankel@isdom.com	townhome	1960	74		39635	Electric
cfrankel@stanredtax.com	house	124	67		17064	Gas,Steam
cfrerking@rantouch.com	mobile_home	499	76	75	18109	Electric
cfrey@ron-tech.com	townhome	2706	75	74	22134	
cfrey@zoomit.com	house	736	66	73	13345	Electric
cfunnell@silis.com	townhome	187	73	72	17080	Gas
cgarufi@finjob.com	house	1515	70		48803	Electric,Gas,Fuel Oil
cgehrett@betasoloin.com	mobile_home	192		74	80651	
cgehrett@fasehatice.com	apartment	1174	72	75	65339	Gas
cgehrett@isdom.com	house	1548	78	75	65557	Electric,Gas,Steam
cgellinger@stanredtax.com	apartment	766	74		47093	
cgellinger@treequote.com	apartment	1212	66		66870	Electric,Gas
cgellinger@zotware.com	apartment	386	73	75	16432	Fuel Oil
cgillian@ontomedia.com	condominium	1832	77		91793	Electric,Gas
cgillian@opentech.com	house	62		73	88048	
cgleich@betatech.com	townhome	203	71		91077	Steam,Fuel Oil
cglick@rantouch.com	apartment	1225	74		95130	Gas
cglick@scotfind.com	condominium	3536	72		40161	Gas
cgobern@sunnamplex.com	house	1561	75	69	13774	Electric,Gas
cgochal@konex.com	house	1917	71	74	87002	Gas
cgochal@sonron.com	house	1190	71	69	19516	Electric
cgochal@sunnamplex.com	house	1140	69		40070	Electric
cgotter@blackzim.com	apartment	490	78	69	48473	Electric,Gas
cgreenbush@blackzim.com	house	1081	73	70	34680	Fuel Oil
cgrenet@y-corporation.com	mobile_home	198		73	15145	Gas
cgudroe@plexzap.com	apartment	466	73		24360	Gas,Fuel Oil
cgwalthney@isdom.com	apartment	447	72	74	03838	Electric
chagele@donquadtech.com	house	1485	73	72	15722	Electric,Fuel Oil
chagele@y-corporation.com	house	625	77	75	43842	Electric,Fuel Oil
chalsey@dambase.com	house	1229	72	76	29178	Electric,Fuel Oil
chalter@toughzap.com	house	1038	72	73	04460	Electric,Gas
chamilton@singletechno.com	townhome	251	71	72	79749	Gas
charnos@blackzim.com	house	1522	75	75	21260	Gas
charoldson@condax.com	apartment	1733		74	54919	Electric,Gas,Fuel Oil
chauenstein@xx-zobam.com	apartment	2161	72		37148	Electric
cheimann@silis.com	house	1941	73	73	28112	Electric,Fuel Oil
cheintzman@conecom.com	townhome	262	71		68661	Steam
cheintzman@zumgoity.com	apartment	951	76		83870	
cherritt@toughzap.com	apartment	542		73	77423	
chiatt@blackzim.com	house	1461		73	11053	Gas
chiatt@openlane.com	house	1582		75	65680	Steam
chiatt@y-corporation.com	house	1605	76	72	48021	Electric,Gas
chixenbaugh@dalttechnology.com	townhome	1020		71	58405	Electric,Gas
chixenbaugh@yearin.com	apartment	547	71	73	74036	Electric,Gas
chochard@blackzim.com	house	90	75	73	55013	Electric,Fuel Oil
choffis@opentech.com	house	1472	69	75	33314	
chollack@plusstrip.com	house	537	74	69	67751	Gas
choneywell@dalttechnology.com	townhome	1294	68	73	12469	Electric,Gas
