household_email	appliance_number	manufacturer_name	model	appliance_type	air_handler_types	eer	energy_source	hspf	seer	energy_source	capacity	temperature	btu
aengelberg@scottech.com	1	Adtumegax	Supvenackar	Air Handler	heatpump			22.0	30.0				14567
aeschberger@yearin.com	1	Qwierentor Direct	Varzapinistor	Air Handler	heater		Gas						11583
aestell@ganjaflex.com	1	Frofropopicator Direct		Water Heater						Gas	51.8	143	4819
aestell@ganjaflex.com	2	Montanonor Direct Corp.	Zeefropaquex	Water Heater						Electric	51.3	239	5740
aestell@ganjaflex.com	3	Varcadewicator	Froerupover	Air Handler	air_conditioner	1.8							5582
aestell@zathunicon.com	1	Remunar International	Qwimunackax	Air Handler	heatpump			24.3	48.0				14482
afallick@kinnamplus.com	1	Monkilower Direct	Inmunplentor	Water Heater						Electric	29.2	153	6979
afallick@kinnamplus.com	2	Unpebewin Direct Corp.	Upwerpplistor	Air Handler	heatpump			19.9	31.3				8209
afallick@kinnamplus.com	3	Klikilar Holdings		Air Handler	air_conditioner	2.3							6443
afarrar@donquadtech.com	1	Incadex	Rapwerpollax	Water Heater						Gas	46.3	174	12210
afarrar@donquadtech.com	2	Doptaninin Holdings Inc	Winerimazz	Air Handler	heatpump			17.9	13.2				10772
afarrar@donquadtech.com	3	Tipjubepover		Water Heater						Thermosolar	45.9		10840
afarrar@donquadtech.com	4	Varbanaquower Direct Corp.	Dopbanplentor	Air Handler	heater		Gas						11012
afarrar@donquadtech.com	5	Endtinan		Air Handler	heater		Gas						12258
afarrar@donquadtech.com	6	Tiptananover Holdings Company		Air Handler	air_conditioner	6.6							9795
afarrar@donquadtech.com	7	Barpebefentor Holdings Group	Infroponex	Air Handler	heatpump			26.3	39.2				10147
afarrar@green-plus.com	1	Upglibistor WorldWide Company	Parglibplex	Air Handler	heatpump,heater,air_conditioner	2.1	Electric	22.9	47.1				6997
afarrar@green-plus.com	2	Lomjubplower	Supzapedin	Air Handler	heatpump			25.5	29.5				5535
afarrar@green-plus.com	3	Rekilantor Group		Air Handler	air_conditioner	1.6							4377
afarrar@kan-code.com	1	Thrucadantor WorldWide	Qwinipilicator	Air Handler	air_conditioner	1.5							4463
afarrar@kan-code.com	2	Hapvenicator Direct	Rebanimin	Water Heater						Thermosolar	73.7	169	4390
afarrar@kan-code.com	3	Cipmunackex International		Air Handler	air_conditioner,heater	4.8	Gas						7018
afarrar@kan-code.com	4	Groericator WorldWide Inc	Uppebover	Air Handler	air_conditioner,heatpump	12.7		22.7	32.7				8999
afarrar@kan-code.com	5	Lomdimewax Direct	Cipsapommover	Air Handler	heatpump			19.5	33.1				4059
afarrar@kan-code.com	6	Rapvenex Direct Corp.		Air Handler	air_conditioner	1.5							6370
afarrow@isdom.com	1	Endwerpentor International	Enderax	Water Heater						Electric	28.0	228	8350
afarrow@streethex.com	1	Rapvenamower International	Thrusipewicator	Air Handler	air_conditioner,heatpump	1.9		16.0	50.9				8146
afarrow@streethex.com	2	Tipsapopex WorldWide	Tupcadan	Air Handler	heater		Electric						5098
afarrow@streethex.com	3	Advenupex Direct Company	Winnipegar	Air Handler	heater		Electric						4463
afeichtner@konex.com	1	Adniponan Corp.		Air Handler	air_conditioner	2.2							8050
afeichtner@konex.com	2	Thrusipupistor Direct	Inerewicator	Air Handler	heater		Gas						6668
afeichtner@konex.com	3	Montanex International		Air Handler	heater		Gas						6203
afeichtner@konex.com	4	Supcadantor Group	Parquestan	Air Handler	heater,heatpump		Electric	22.7	47.1				10954
afelger@betatech.com	1	Unjubar International Group	Supdimex	Water Heater						Gas	65.4		20688
afelger@doncon.com	1	Klitumplor Direct Inc		Air Handler	air_conditioner	1.0							5478
afelger@doncon.com	2	Endmunistor WorldWide	Cipcadover	Air Handler	air_conditioner,heatpump	1.8		22.2	74.5				6042
afelger@doncon.com	3	Suptanantor Group	Innipilax	Air Handler	heatpump			13.8	53.0				4674
afigeroa@dalttechnology.com	1	Parnipimax WorldWide	Emrobexistor	Air Handler	air_conditioner	4.3							5839
afigeroa@dalttechnology.com	2	Retumanentor Inc		Air Handler	air_conditioner,heater	3.0	Electric						8233
afigeroa@dalttechnology.com	3	Emglibistor WorldWide Group	Klimunilin	Air Handler	air_conditioner	1.5							5565
aflister@sonron.com	1	Suprobepan Inc	Varwerpazz	Air Handler	air_conditioner,heater	24.2	Electric						12721
afoller@gogozoom.com	1	Incadex	Parmunentor	Air Handler	heater		Electric						13435
afoller@year-job.com	1	Uppickin	Supcadax	Air Handler	heater		Fuel Oil						11433
afortino@openlane.com	1	Resapollower Holdings	Parjubupower	Air Handler	heater		Electric						3692
afortino@openlane.com	2	Endjubupover International Company		Air Handler	heater		Electric						4181
afortino@openlane.com	3	Rapweregicator International	Doppickor	Air Handler	air_conditioner,heater	1.4	Gas						4992
afortino@openlane.com	4	Endbanilentor Direct	Hapdudanower	Air Handler	heater		Electric						3473
afrey@treequote.com	1	Parquestin International	Thrufropinor	Air Handler	air_conditioner	10.5							10587
afritz@funholding.com	1	Upjubistor Group	Zeesapistor	Air Handler	air_conditioner,heater,heatpump	1.5	Electric	18.4	38.9				5547
agabisi@dalttechnology.com	1	Montanewor Inc	Barhupor	Water Heater						Gas	36.3	136	6741
agabisi@dalttechnology.com	2	Varbanonicator		Water Heater						Electric	33.0	94	6024
agabisi@dalttechnology.com	3	Lomwerpar WorldWide Inc	Klidimewazz	Air Handler	air_conditioner,heater	3.8	Gas						8351
agabisi@ganjaflex.com	1	Endtinan	Parquestax	Air Handler	air_conditioner	2.4							7841
agato@hatfan.com	1	Klibanicator		Water Heater						Heat Pump	80.7	169	6914
agato@hatfan.com	2	Uppickin	Upniponower	Water Heater						Heat Pump	17.9		6900
agato@hatfan.com	3	Hapweran International	Rezapegistor	Air Handler	heater,air_conditioner	4.1	Electric						10122
agato@hatfan.com	4	Rehupan Holdings Company	Frojubonex	Air Handler	heatpump			12.9	41.9				8069
agato@hatfan.com	5	Thruvenan International	Endcador	Water Heater						Thermosolar	12.9	179	8127
agato@hatfan.com	6	Supsapedicator Holdings	Endweregor	Air Handler	heatpump			19.7	51.2				8224
agato@hatfan.com	7	Unmunilar Holdings	Winjubadex	Air Handler	heater,air_conditioner	2.8	Electric						8447
agato@hatfan.com	8	Adbanonover	Lomcadantor	Air Handler	heatpump			22.3	30.2				8036
agato@hatfan.com	9	Suprobepan Inc	Adnipplan	Air Handler	heatpump			26.9	48.6				8165
agato@hatfan.com	10	Unroban Holdings Company	Montinanax	Air Handler	heatpump			21.6	46.9				7951
agato@ontomedia.com	1	Parquestantor Holdings Group	Supjubamazz	Air Handler	heatpump			27.0	62.8				4936
agato@ontomedia.com	2	Surwerpower WorldWide Group		Air Handler	heater		Fuel Oil						5738
agato@ontomedia.com	3	Cipjubaquistor	Frobanazz	Water Heater						Gas	64.6	91	5668
agato@ontomedia.com	4	Resapollower Holdings	Frosapegistor	Water Heater						Electric	41.7	106	4341
agato@ontomedia.com	5	Parsipicator Company	Adnipower	Water Heater						Electric	76.6	152	4861
agato@ontomedia.com	6	Inrobicator Holdings Group	Doptumamentor	Air Handler	heatpump,air_conditioner	5.8		15.6	56.0				7471
agehrett@scotfind.com	1	Lomcadar Corp.	Rekilicator	Air Handler	heater,air_conditioner	8.9	Gas						9980
agellinger@condax.com	1	Frotinaquar Direct Group	Qwitanommicator	Air Handler	heatpump,heater		Gas	16.0	56.3				7607
agellinger@condax.com	2	Hapweristor Holdings	Revenilentor	Water Heater						Gas	50.8	110	6862
agellinger@condax.com	3	Raptanonan	Empickin	Water Heater						Heat Pump	44.8	118	6380
agellinger@condax.com	4	Surdudimor		Air Handler	heatpump			21.4	51.8				6612
agellinger@finhigh.com	1	Cipquestonax Holdings	Barhupedgower	Air Handler	air_conditioner	1.6							2686
agellinger@finhigh.com	2	Winbanower WorldWide Corp.	Truzapexower	Water Heater						Electric	17.7	130	3063
agellinger@finhigh.com	3	Monpebinin WorldWide	Remunegar	Air Handler	heatpump			17.0	44.4				3154
agellinger@finhigh.com	4	Uneran International	Inbanadower	Air Handler	air_conditioner	3.7							2719
agellinger@finhigh.com	5	Rapfropistor Direct	Qwisipackentor	Air Handler	heater		Electric						2414
agellinger@finhigh.com	6	Monnipar	Repickamentor	Air Handler	heater,air_conditioner	1.2	Electric						2693
agesick@rantouch.com	1	Tupkilplower Direct		Air Handler	air_conditioner,heatpump,heater	2.0	Electric	20.0	30.3				5006
agesick@rantouch.com	2	Rerobazz	Zeezapicar	Air Handler	heatpump,heater		Electric	20.6	28.3				5866
agesick@rantouch.com	3	Unvenefor Group	Parjubopor	Air Handler	air_conditioner	4.3							3481
agillaspie@finhigh.com	1	Thrududover Direct Company	Trusipegar	Air Handler	heater		Gas						2655
agillaspie@finhigh.com	2	Barpickonax Inc	Qwipickonover	Air Handler	heatpump			23.4	43.5				2706
agillaspie@finhigh.com	3	Fromunommower Holdings Group	Parvenaquor	Air Handler	air_conditioner,heatpump	1.9		26.6	42.8				2419
agillaspie@finhigh.com	4	Varerax Holdings Corp.	Froquestplax	Air Handler	heater		Gas						2151
agillian@ron-tech.com	1	Cipsapantor Direct	Grosapower	Air Handler	air_conditioner,heater,heatpump	1.4	Electric	22.0	49.1				5955
agillian@ron-tech.com	2	Tiperimor International	Cipkilax	Air Handler	air_conditioner	0.7							3072
agillian@ron-tech.com	3	Endbanepistor		Air Handler	heater		Gas						3435
agillian@ron-tech.com	4	Monjubin	Cipdiminin	Air Handler	heatpump			23.1	40.4				3178
agleich@doncon.com	1	Dopwerpin		Water Heater						Gas	53.9	205	1797
agleich@doncon.com	2	Suppickantor Holdings	Endpebicar	Water Heater						Heat Pump	22.4	97	1427
agleich@doncon.com	3	Klinipar International Company	Enderex	Air Handler	heater		Gas						2417
agleich@finjob.com	1	Adnipover Holdings		Air Handler	heater,air_conditioner	2.0	Electric						8952
agleich@finjob.com	2	Happebantor	Emerefantor	Air Handler	air_conditioner,heatpump	2.7		19.9	38.1				7777
agleich@finjob.com	3	Monhupinor Direct Inc	Bartinedazz	Air Handler	air_conditioner	3.2							5520
aglick@treequote.com	1	Inglibentor WorldWide	Klieran	Air Handler	air_conditioner	2.9							5099
aglick@treequote.com	2	Monnipar	Barkilplover	Air Handler	heatpump			14.3	52.6				5463
aglick@treequote.com	3	Surmunamex WorldWide	Partinedicator	Water Heater						Gas	48.2		5192
aglick@treequote.com	4	Supquestollazz Holdings Corp.	Tupmunupentor	Air Handler	air_conditioner,heater,heatpump	4.7	Gas	20.0	35.8				8033
aglick@treequote.com	5	Rezapupar Direct Company	Addudantor	Air Handler	air_conditioner	1.6							4088
aglick@treequote.com	6	Varcadilax Direct	Parweramax	Water Heater						Electric	11.6	112	3818
aglick@treequote.com	7	Winvenonar International	Dopglibimistor	Air Handler	heatpump			27.0	41.8				4323
agobern@ontomedia.com	1	Admunaquax Holdings	Grodudonantor	Air Handler	heater		Gas						5843
agobern@ontomedia.com	2	Endpickimicator		Air Handler	heater		Electric						6980
agobern@ontomedia.com	3	Klizapupover WorldWide Company	Uncadadantor	Air Handler	heater		Gas						11745
agobern@ontomedia.com	4	Bartanefin International	Parjubantor	Air Handler	air_conditioner	1.7							8303
agochal@blackzim.com	1	Dopnipan WorldWide Company	Surtinegin	Water Heater						Gas	33.3	170	1494
agochal@blackzim.com	2	Uptumin International Inc	Upjubantor	Air Handler	air_conditioner,heatpump	0.6		20.3	38.4				2375
agochal@blackzim.com	3	Barpickover International	Endpebexor	Water Heater						Electric	81.2	134	1112
agochal@toughzap.com	1	Unquestistor WorldWide	Qwipebedgover	Water Heater						Gas	11.7	112	6952
agochal@toughzap.com	2	Tupquestentor	Surzapicax	Air Handler	heatpump			25.3	33.7				5850
agochal@toughzap.com	3	Klibanicator	Monjubor	Air Handler	heatpump			27.8	37.3				6570
agotter@isdom.com	1	Frojubimicator WorldWide	Unbanefex	Air Handler	air_conditioner	2.5							8026
agotter@isdom.com	2	Grojubax Inc	Suppebaman	Water Heater						Thermosolar	122.6	96	8232
agotter@isdom.com	3	Suptumepor Holdings	Supkilinax	Air Handler	heater		Electric						8986
agotter@isdom.com	4	Admunaquax Holdings	Zeetanewistor	Air Handler	heatpump			20.4	35.5				7481
agotter@isdom.com	5	Lombanazz International	Truhupefentor	Air Handler	heater		Gas						8511
agotter@isdom.com	6	Parmunexower	Undimamazz	Air Handler	heater		Electric						9332
agotter@statholdings.com	1	Thrupickadicator WorldWide	Untinommar	Air Handler	air_conditioner	5.8							11165
agrenet@yearin.com	1	Winsipicator Inc	Dopjubar	Air Handler	heatpump			28.5	45.7				3987
ahagele@dontechi.com	1	Grofropedgax WorldWide	Klirobor	Air Handler	heatpump			20.0	53.0				14420
ahalsey@faxquote.com	1	Klisapeficator International Company	Adquestedax	Air Handler	air_conditioner	2.3							6059
ahalsey@faxquote.com	2	Winwerpadower International Company	Qwipickonover	Air Handler	air_conditioner	1.2							5696
ahalsey@faxquote.com	3	Incadan International	Survenommentor	Air Handler	air_conditioner	10.0							5611
ahalsey@plussunin.com	1	Winpickopantor WorldWide	Lomnipistor	Air Handler	air_conditioner	6.2							7595
ahalsey@plussunin.com	2	Froroban	Indudopazz	Air Handler	heatpump			26.1	37.4				10425
ahalsey@plussunin.com	3	Trudiminower	Tupbanegantor	Air Handler	heatpump			23.4	41.5				8263
ahalter@sunnamplex.com	1	Winbanower WorldWide Corp.		Water Heater						Gas	87.8	114	9494
ahalter@sunnamplex.com	2	Dopjubimex International	Truweramover	Air Handler	heater		Gas						7217
ahalter@sunnamplex.com	3	Upquestistor Holdings	Adglibimazz	Air Handler	heatpump			28.1	30.6				8382
ahalter@sunnamplex.com	4	Lomwerpan Holdings	Zeejubax	Water Heater						Thermosolar	14.6	101	7897
ahamilton@cancity.com	1	Hapwerommin Group		Water Heater						Gas	66.0	103	2997
ahamilton@cancity.com	2	Parsipicator Company	Inmunplantor	Air Handler	heater		Electric						2464
ahamilton@cancity.com	3	Trujubicator Company		Air Handler	heater,heatpump		Electric	15.2	42.9				3849
aharabedian@inity.com	1	Rapweregicator International		Air Handler	air_conditioner,heatpump	8.8		19.2	49.0				11194
aharabedian@inity.com	2	Upjubazz Direct Company	Tipsapex	Air Handler	heatpump			20.3	35.2				8759
aharabedian@inity.com	3	Insipador Direct	Lomdudplin	Air Handler	heatpump			28.8	55.4				9124
aharabedian@inity.com	4	Suprobefax WorldWide Company		Water Heater						Electric	26.1		6407
aharnos@bioholding.com	1	Barvenackax Direct Company	Zeefropower	Air Handler	heatpump			26.3	40.2				8402
aharnos@bioholding.com	2	Qwijubackicator WorldWide Company		Air Handler	air_conditioner	4.3							6356
aharnos@bioholding.com	3	Unsipedgex WorldWide Corp.		Water Heater						Electric	64.0	95	6034
aharoldson@zumgoity.com	1	Thruweraquicator Holdings	Raptanadentor	Air Handler	air_conditioner	2.8							11336
aharoldson@zumgoity.com	2	Winglibower Company	Unsipar	Air Handler	air_conditioner	2.4							12705
aharoldson@zumgoity.com	3	Klimunegex Holdings Inc	Gronipor	Air Handler	heater		Electric						7159
aheintzman@donquadtech.com	1	Thrutanax	Lomeristor	Air Handler	air_conditioner	7.3							22333
aheintzman@donware.com	1	Tipdudonan WorldWide	Tupsapewax	Water Heater						Electric	57.5	199	20434
ahengel@groovestreet.com	1	Cipsapex	Tuphupover	Air Handler	heatpump			19.3	49.2				16466
ahochard@hottechi.com	1	Upsapexan Group	Adfropantor	Water Heater						Gas	17.2	249	5648
ahochard@hottechi.com	2	Monzapupin Direct Company		Air Handler	heater		Gas						7724
ahochard@hottechi.com	3	Barmunar WorldWide	Survenilan	Air Handler	heatpump			22.9	42.5				6737
ahochard@j-texon.com	1	Zeenipantor Inc		Water Heater						Electric	68.4	313	6466
ahochard@j-texon.com	2	Rebanackower Direct	Repeban	Air Handler	heater		Fuel Oil						4952
ahochard@j-texon.com	3	Tuperar Direct	Thrumunicator	Water Heater						Electric	16.4	112	6535
ahochard@j-texon.com	4	Untumicator WorldWide Corp.	Surdimamazz	Air Handler	heater		Gas						6514
ahoffis@kan-code.com	1	Qwibanonin Direct	Supbananover	Air Handler	heatpump			27.0	38.2				18393
ahollack@codehow.com	1	Retumanentor Inc	Cipsipistor	Water Heater						Electric	19.8	182	15087
ahoogland@zencorporation.com	1	Varerantor Direct	Thrutumegazz	Water Heater						Thermosolar	13.2	144	6897
ahoogland@zencorporation.com	2	Emtanentor WorldWide	Zeejubollin	Air Handler	heatpump			22.0	47.9				7176
ahoogland@zencorporation.com	3	Bartumopover Direct Inc	Trutanar	Air Handler	heatpump			17.3	38.9				4649
ahoogland@zencorporation.com	4	Frosipazz International Company	Unpebantor	Air Handler	heatpump			22.7	54.5				5427
ahoogland@zencorporation.com	5	Trutumegantor WorldWide	Dopjubadan	Water Heater						Electric	36.7	146	5675
ahoogland@zencorporation.com	6	Remunar International		Air Handler	air_conditioner	2.8							6420
ahoopengardner@iselectrics.com	1	Zeewerar Holdings	Cipvenantor	Air Handler	heater		Gas						6711
ahoopengardner@iselectrics.com	2	Cipsipover Direct Inc	Gronipar	Water Heater						Electric	60.5	102	4076
ahoopengardner@iselectrics.com	3	Tipjubepover	Frokilewor	Air Handler	heatpump			31.2	33.7				4563
ahoopengardner@kan-code.com	1	Adtanollor Corp.	Klihupplantor	Air Handler	air_conditioner	4.2							7461
ahoopengardner@kan-code.com	2	Klidudazz International	Zeewerpupan	Water Heater						Thermosolar	19.5	245	5480
ahoopengardner@kan-code.com	3	Frotinaquar Direct Group	Zeevenegax	Air Handler	heatpump			18.1	41.5				7551
ahoopengardner@kan-code.com	4	Hapsipaquentor Direct	Winvenaquantor	Water Heater						Electric	29.1	168	8262
ahoopengardner@kan-code.com	5	Thrujubepazz International Company	Unweristor	Air Handler	heatpump			20.5	37.9				7466
ahoopengardner@kan-code.com	6	Lomcadar Corp.		Air Handler	heatpump			15.5	35.8				5064
ahoopengardner@zotware.com	1	Tupmunanover Holdings Group	Emzapicator	Air Handler	heatpump			28.3	32.9				9944
ahoopengardner@zotware.com	2	Raprobower International	Varsapadicator	Air Handler	air_conditioner	2.0							7074
ahoopengardner@zotware.com	3	Klizapin	Parhupefantor	Air Handler	heater		Gas						10472
ahoopengardner@zumgoity.com	1	Recadin Group	Zeedudinin	Water Heater						Gas	30.7		10269
ahoopengardner@zumgoity.com	2	Adcadimin International	Hapfropentor	Air Handler	heatpump			20.5	35.5				7162
ahoopengardner@zumgoity.com	3	Hapweristor Holdings Corp.	Fromunan	Air Handler	air_conditioner	1.6							7472
ahoopengardner@zumgoity.com	4	Thrunipexentor		Air Handler	heatpump,heater		Gas	22.4	42.5				11406
ahusser@toughzap.com	1	Intanepin International	Surtaninistor	Air Handler	heatpump			19.7	49.3				6162
ahusser@toughzap.com	2	Klisapefower International	Partinover	Air Handler	air_conditioner	2.0							5793
ahusser@toughzap.com	3	Zeezapefin	Parnipaman	Air Handler	air_conditioner	2.9							6742
aisenhower@doncon.com	1	Tipsapentor Holdings Corp.		Air Handler	heater		Gas						16420
aisenhower@warephase.com	1	Grojubinentor Direct Group	Hapsapepazz	Water Heater						Thermosolar	21.8	101	3344
aisenhower@warephase.com	2	Tiprobex	Endcadilan	Air Handler	heatpump,air_conditioner	2.6		21.1	49.5				5822
aisenhower@warephase.com	3	Monfropor	Wintinadax	Air Handler	air_conditioner	1.6							4673
ajacobos@gogozoom.com	1	Advenex Inc	Qwizapan	Water Heater						Thermosolar	37.0	90	8753
ajacobos@kan-code.com	1	Unvenefor Group	Lomdimupicator	Air Handler	air_conditioner	2.4							10806
ajacobos@kan-code.com	2	Varbanower International	Parweropentor	Air Handler	heatpump			25.4	36.0				10545
